,Name,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links
1286,Jerry Moran,JerryMoran,2021-06-20T17:58:26.000Z,Joined @FoxNews today to discuss the bipartisan infrastructure framework with @MikeEmanuelFox. Watch below 👇 https://t.co/FXT4hxJwgA,",",",",",FoxNews,MikeEmanuelFox,",",https://t.co/FXT4hxJwgA,"
1287,Jerry Moran,JerryMoran,2021-06-20T16:56:01.000Z,📺Joining @FoxNews shortly to discuss the bipartisan infrastructure framework with @MikeEmanuelFox. Tune in at 12:00 CT!,",",",",",FoxNews,MikeEmanuelFox,",","
1288,Jerry Moran,JerryMoran,2021-06-20T13:22:09.000Z,"My greatest joy has been being a father. #girldad
 
I was blessed with great parents, and the love and respect I had for my father made me who I am today. Wishing a Happy Father’s Day to all dads today! https://t.co/oxmzo57b1V",",",",girldad,",",",",https://t.co/oxmzo57b1V,"
1289,Rand Paul,RandPaul,2021-06-20T13:31:50.000Z,"Happy Father’s Day, Dad! And thanks for your work preventing a vaccine passport!

https://t.co/mWMFhp5u9n",",",",",",",",https://t.co/mWMFhp5u9n,"
1290,Rand Paul,RandPaul,2021-06-20T13:18:39.000Z,Happy #FathersDay to my dad @RonPaul and all fathers in Kentucky and nationwide! https://t.co/Ed7RgfHz7i,",",",FathersDay,",",RonPaul,",",https://t.co/Ed7RgfHz7i,"
1291,Rand Paul,RandPaul,2021-06-20T01:48:51.000Z,I’ll be joining @dbongino on @FoxNews at 10 PM ET. Be sure to tune in!,",",",",",dbongino,FoxNews,",","
1292,Rand Paul,RandPaul,2021-06-19T17:26:48.000Z,"Hopefully, the public will reward and encourage the next step to less war, a repeal of 2001 Authorization that has been used to justify war in dozens of countries around the world. https://t.co/Zxv7oFwN0R https://t.co/KWJHsalSNs",",",",",",",",https://t.co/Zxv7oFwN0R,https://t.co/KWJHsalSNs,"
1293,Rand Paul,RandPaul,2021-06-19T15:22:18.000Z,#Juneteenth honors the end to slavery in the United States and today we celebrate the inherent freedoms we share as Americans.,",",",Juneteenth,",",",","
1294,Bill Cassidy,SenBillCassidy,2021-06-20T14:08:56.000Z,Being a father is the best job a man could ever have. Raising my children with my wife Laura has been the greatest source of joy &amp; pride in my life. #HappyFathersDay! https://t.co/HbiKpOipMr,",",",HappyFathersDay,",",",",https://t.co/HbiKpOipMr,"
1295,Bill Cassidy,SenBillCassidy,2021-06-20T13:15:19.000Z,"“The father of a righteous child has great joy; a man who fathers a wise son rejoices in him.”

- Proverbs 23:24",",",",",",",","
1296,Bill Cassidy,SenBillCassidy,2021-06-19T19:52:45.000Z,"Please stay safe if you are in the path of Tropical Storm Claudette. Watch out for alligators in flooded areas. We will get through this together. #LouisianaStrong 

https://t.co/p02SLcImvK",",",",LouisianaStrong,",",",",https://t.co/p02SLcImvK,"
1297,Bill Cassidy,SenBillCassidy,2021-06-19T16:26:16.000Z,"Those in the path of Tropical Storm Claudette, stay safe &amp; reach out to these resources if you need help. 
911 - Emergencies 
211 - Social Services
Text your zip code to 898-211 for social services in your area.
Call my office at 225-929-7711 for help with FEMA/Gov Agencies.",",",",",",",","
1298,Bill Cassidy,SenBillCassidy,2021-06-19T15:09:28.000Z,RT @NHC_Atlantic: Tropical Storm #Claudette Advisory 8: Heavy Rains and Tropical-Storm-Force Winds Continue Along Portions of the Northern…,",NHC_Atlantic,",",",",",","
1299,Bill Cassidy,SenBillCassidy,2021-06-19T15:09:14.000Z,"RT @STPGOV: While water has receded, some roadways and neighborhoods are still experiencing high water. Please stay home today, if possible.",",STPGOV,",",",",",","
1300,Bill Cassidy,SenBillCassidy,2021-06-19T13:02:54.000Z,RT @NWSNewOrleans: 🌀 @NHC_Atlantic names PTC3 Tropical Storm #Claudette along the Louisiana coast near Houma as it finally forms a defined…,",NWSNewOrleans,",",",",",","
1301,John Kennedy,SenJohnKennedy,2021-06-20T12:09:23.000Z,"My Dad, A. Preston Kennedy. I love him. I miss him. I honor him. https://t.co/2V8YCc51Q5",",",",",",",",https://t.co/2V8YCc51Q5,"
1302,John Kennedy,SenJohnKennedy,2021-06-19T14:52:03.000Z,"With Tropical Storm #Claudette drenching Louisiana, Becky and I pray everyone stays safe.

Here are a few numbers worth knowing: https://t.co/6mDhmR4BKj",",",",Claudette,",",",",https://t.co/6mDhmR4BKj,"
1303,Angus King,SenAngusKing,2021-06-20T18:21:36.000Z,"Attention Maine – our state’s hospitals and healthcare providers are facing a critical blood shortage. Please, consider giving blood as soon as possible – your donation could save a life. Read more and find out where to donate via @MainePublic: https://t.co/kQsiDChSR8",",",",",",MainePublic,",",https://t.co/kQsiDChSR8,"
1304,Angus King,SenAngusKing,2021-06-19T14:00:57.000Z,"#Juneteenth is a celebration of freedom – and a reminder that our nation is just a few generations removed from the inhumane institution of slavery. On this new federal holiday, we must all reflect on the unfinished work we have ahead of us to truly craft a more perfect union.",",",",Juneteenth,",",",","
1305,Chris Van Hollen,ChrisVanHollen,2021-06-20T15:17:34.000Z,"Today on #WorldRefugeeDay, we reflect on the millions of refugees who have had to rebuild their lives due to violence, persecution or oppression. As a member of @SFRCDems I’m committed to providing humanitarian aid as we seek to improve conditions for refugees across the globe. https://t.co/wu3XrYjgom",",",",WorldRefugeeDay,",",SFRCDems,",",https://t.co/wu3XrYjgom,"
1306,Chris Van Hollen,ChrisVanHollen,2021-06-19T14:29:25.000Z,"On this day in 1865 word finally made it to Galveston, TX that slaves were free under the Emancipation Proclamation. It was important to make this a national holiday as we confront our history and work to address the legacy of slavery and build a more just and perfect union. https://t.co/X1tdDnNtzR",",",",",",",",https://t.co/X1tdDnNtzR,"
1307,Elizabeth Warren,SenWarren,2021-06-20T22:07:11.000Z,"For lots of systemic reasons, Black Americans are more likely to borrow money for college, borrow more money, and have a harder time paying it off. President Biden should #CancelStudentDebt today. https://t.co/Kp8EYiPv9d",",",",CancelStudentDebt,",",",","
1308,Elizabeth Warren,SenWarren,2021-06-20T18:47:17.000Z,"Here’s a hint: It’s probably you. #WealthTax
https://t.co/4P5NVXSq3m",",",",WealthTax,",",",",https://t.co/4P5NVXSq3m,"
1309,Elizabeth Warren,SenWarren,2021-06-20T14:16:52.000Z,Happy Father’s Day to all our fathers and father figures in Massachusetts and across the country! I hope you’re able to safely celebrate or remember with the people you love.,",",",",",",","
1310,Elizabeth Warren,SenWarren,2021-06-19T21:34:25.000Z,"I’ve got an affordable housing bill to build nearly three million housing units, help scrap zoning rules that make housing more expensive, and help first-time homebuyers in formerly redlined areas. Let’s do this. https://t.co/iDEaXetxbU",",",",",",",",https://t.co/iDEaXetxbU,"
1311,Elizabeth Warren,SenWarren,2021-06-19T18:12:04.000Z,"The IRS has been gutted so badly that it often targets the cheapest people to audit: low-income Black and Brown Americans. Mandating IRS funding to go after wealthy tax cheats is a necessary step to help root out racism in our tax system.
https://t.co/4ibshPH9XH",",",",",",",",https://t.co/4ibshPH9XH,"
1312,Elizabeth Warren,SenWarren,2021-06-19T14:48:45.000Z,"This #Juneteenth, we celebrate the end of slavery in the United States, and we remember that systemic racism remains a roadblock to racial equity and justice. We can, and we must, do better. https://t.co/QH0HyOXciH",",",",Juneteenth,",",",",https://t.co/QH0HyOXciH,"
1313,Ed Markey,SenMarkey,2021-06-20T15:35:57.000Z,My father taught me a lot — about organizing and fighting for your rights and caring for family in a time of need. Wishing everyone a happy Father’s Day today. https://t.co/ica8FoXmoV,",",",",",",",https://t.co/ica8FoXmoV,"
1314,Ed Markey,SenMarkey,2021-06-20T14:19:49.000Z,"Juneteenth is a day of inspiring progress and sobering incompleteness. It reminds us of the distance traveled—and the work yet to be done.

https://t.co/l1e5HBHX1i",",",",",",",",https://t.co/l1e5HBHX1i,"
1315,Ed Markey,SenMarkey,2021-06-19T18:01:39.000Z,"No one is free until we are all free. It’s time to:
▪️end the cycle of police brutality and murder by law enforcement 
▪️pass substantive voting rights reform
▪️make reparations for the generations of injustice Black Americans have faced https://t.co/vDHDNQzgY0",",",",",",",",https://t.co/vDHDNQzgY0,"
1316,Ed Markey,SenMarkey,2021-06-19T15:03:59.000Z,"We commemorate Juneteenth as the day that word of emancipation finally reached enslaved people in Texas in 1865, but we know the struggle for true Black liberation continues. Today we must recommit to right the wrongs of the past and ensure equal justice in the future.",",",",",",",","
1317,Debbie Stabenow,SenStabenow,2021-06-20T13:31:07.000Z,Congratulations Rosie! Special girl! Special day!! https://t.co/aHGJZAB6Mw,",",",",",",",https://t.co/aHGJZAB6Mw,"
1318,Debbie Stabenow,SenStabenow,2021-06-20T13:00:01.000Z,"To all the Dads and father figures in Michigan, #HappyFathersDay! We are all so grateful for your dedication and love. https://t.co/1nCeWx8gWA",",",",HappyFathersDay,",",",",https://t.co/1nCeWx8gWA,"
1319,Debbie Stabenow,SenStabenow,2021-06-19T19:15:35.000Z,"Congratulations Lucy and Isabella! I am so impressed with your work! We need to #StopTheStigma around mental health. Go @GSSEM!
https://t.co/8hkMX8pZPj",",",",StopTheStigma,",",GSSEM,",",https://t.co/8hkMX8pZPj,"
1320,Debbie Stabenow,SenStabenow,2021-06-19T18:00:00.000Z,COVID-19 vaccines are safe and effective. Please make sure to get vaccinated Michigan. #MIDoseofHope https://t.co/iHwzAAGFXB,",",",MIDoseofHope,",",",",https://t.co/iHwzAAGFXB,"
1321,Debbie Stabenow,SenStabenow,2021-06-19T14:58:31.000Z,"I’m so glad we could finally designate this important federal holiday. Enjoy the celebrations of Freedom Day!

https://t.co/YQRheNGpGo",",",",",",",",https://t.co/YQRheNGpGo,"
1322,Debbie Stabenow,SenStabenow,2021-06-19T13:00:01.000Z,"Today marks 155 years since the last remaining slaves in Texas were informed that the civil war had ended and they were finally free. This is a monumental day in our country’s history, and it’s only fitting that #Juneteenth is now officially a federal holiday. https://t.co/OAmIrmiEop",",",",Juneteenth,",",",",https://t.co/OAmIrmiEop,"
1323,Gary Peters,SenGaryPeters,2021-06-20T17:37:39.000Z,"Happy #FathersDay to all of the dads out there. I’m beyond thankful every day to be dad to three wonderful kids, Gary Jr., Maddy and Alana. https://t.co/4b20I76t9P",",",",FathersDay,",",",",https://t.co/4b20I76t9P,"
1324,Gary Peters,SenGaryPeters,2021-06-19T15:54:12.000Z,"That's why we need to pass legislation to protect voting rights and reform our criminal justice system. We need to improve access to good-paying jobs, affordable health care, and quality education. We need to match recognition with action.https://t.co/MSjP3kcCGz",",",",",",",","
1325,Gary Peters,SenGaryPeters,2021-06-19T15:54:11.000Z,"On #Juneteenth, we reflect on our nation’s painful legacy of slavery and the fight for equality that continues today. But it's not enough to acknowledge the sins of the past - we have a responsibility to take action to address racial disparities and systemic inequalities.",",",",Juneteenth,",",",","
1326,Tina Smith,SenTinaSmith,2021-06-19T23:59:15.000Z,"Happy #Juneteenth. 

I want to introduce LaTreshia Hamilton in our office, who is from Texas and whose family has celebrated the holiday since the late 1800s. She shared what it means to her now that it is a federal holiday. https://t.co/iR01GM1NVy",",",",Juneteenth,",",",",https://t.co/iR01GM1NVy,"
1327,Roger Wicker,SenatorWicker,2021-06-19T12:46:29.000Z,A reminder of the suffering that so many Americans endured for so long. A reminder that freedom came slowly and only after great sacrifice. And a reminder that the Lord truly does defend the cause of the oppressed.,",",",",",",","
1328,Roger Wicker,SenatorWicker,2021-06-19T12:46:28.000Z,"Just this week, the Senate unanimously approved a bill making June 19 a federal holiday, and the President signed that bill into law.
 
#Juneteenth will now forever be etched on American calendars as a reminder of a momentous event.",",",",Juneteenth,",",",","
1329,Cindy Hyde-Smith,SenHydeSmith,2021-06-20T17:02:16.000Z,I'll be cheering on our #OmaDawgs tonight as they begin their Omaha journey! #Leggo @NCAACWS https://t.co/4FX6hqYIY0,",",",OmaDawgs,Leggo,",",NCAACWS,",",https://t.co/4FX6hqYIY0,"
1330,Cindy Hyde-Smith,SenHydeSmith,2021-06-20T12:48:27.000Z,"""The righteous man walks in his integrity; his children are blessed after him."" Proverbs 20:7 #FathersDay",",",",FathersDay,",",",","
1331,Cindy Hyde-Smith,SenHydeSmith,2021-06-20T11:51:17.000Z,Wishing all the Mississippi dads a very #HappyFathersDay! May you enjoy this Sunday surrounded by loved ones! https://t.co/uZfpbie1G3,",",",HappyFathersDay,",",",",https://t.co/uZfpbie1G3,"
1332,Cindy Hyde-Smith,SenHydeSmith,2021-06-19T12:45:02.000Z,Wishing everyone a happy #Juneteenth! Today we commemorate Juneteenth as a national holiday for the first time in American history. Let’s use this day to acknowledge our history and celebrate progress. #Emancipationday https://t.co/mFtAqQCl8H,",",",Juneteenth,Emancipationday,",",",",https://t.co/mFtAqQCl8H,"
1333,Roy Blunt,RoyBlunt,2021-06-19T12:15:42.000Z,"On this day in 1865, Union troops in Galveston brought news of emancipation to the southern states. Today, we celebrate this day as #Juneteenth",",",",Juneteenth,",",",","
1334,Josh Hawley,HawleyMO,2021-06-20T13:32:57.000Z,How my boys started my morning. Being a dad is the adventure and the honor of a lifetime. Happy #FathersDay to all the dads out there https://t.co/gwpjpjVwMO,",",",FathersDay,",",",",https://t.co/gwpjpjVwMO,"
1335,Josh Hawley,HawleyMO,2021-06-19T20:31:14.000Z,Ready for some sun 🌞 https://t.co/zqFwu7J2rp,",",",",",",",https://t.co/zqFwu7J2rp,"
1336,Jon Tester,SenatorTester,2021-06-20T13:41:09.000Z,Being a father and grandfather is the greatest gift that I’ve received in this life.  Happy Father’s Day to all of the Montana dads out there! https://t.co/HzZXuSEYnV,",",",",",",",https://t.co/HzZXuSEYnV,"
1337,Steve Daines,SteveDaines,2021-06-20T17:58:13.000Z,"Happy Father’s Day, Dad!  Thanks for teaching me to ski at Bridger Bowl back in the 60’s.  #oldschoolbozeman https://t.co/KGxKnzEx5P",",",",oldschoolbozeman,",",",",https://t.co/KGxKnzEx5P,"
1338,Deb Fischer,SenatorFischer,2021-06-20T19:33:26.000Z,"Today on Summer Solstice, Americans are bringing awareness to Alzheimer's.
 
This disease affects not only those who suffer from it but their loved ones &amp; caregivers as well. Together we can help all those struggling with Alzheimer's as we continue to work to find a cure. #ENDALZ https://t.co/wuF5wyVe3R",",",",ENDALZ,",",",",https://t.co/wuF5wyVe3R,"
1339,Deb Fischer,SenatorFischer,2021-06-20T13:01:55.000Z,"To all our Nebraska dads, I hope you have a great Father’s Day! https://t.co/nZcZ8WxIPV",",",",",",",",https://t.co/nZcZ8WxIPV,"
1340,Deb Fischer,SenatorFischer,2021-06-19T15:43:39.000Z,"As we celebrate Juneteenth, here is a piece featured last year in the @OWHnews that highlights how Nebraska and the Midwest played a role in ending slavery. https://t.co/rMXM7CCjIj",",",",",",OWHnews,",",https://t.co/rMXM7CCjIj,"
1341,Deb Fischer,SenatorFischer,2021-06-19T13:48:52.000Z,"Juneteenth marks the end of slavery in this nation. This week, I was proud to cosponsor legislation officially making Juneteenth a federal holiday. Today, I encourage everyone to reflect on our nation’s history and honor those who brought an end to this evil practice.",",",",",",",","
1342,Catherine Cortez Masto,SenCortezMasto,2021-06-20T23:52:53.000Z,Game 4 tonight—cheering for @GoldenKnights! #GoKnightsGo #VegasBorn https://t.co/MNGROjw3mv,",",",GoKnightsGo,VegasBorn,",",GoldenKnights,",",https://t.co/MNGROjw3mv,"
1343,Catherine Cortez Masto,SenCortezMasto,2021-06-20T17:14:32.000Z,"For many Nevadans, Community Behavioral Health Clinics are critical lifelines. I’m proud to support @SenStabenow’s legislation that will help bolster these clinics in Nevada and across the country and get vulnerable Nevadans the help they need. https://t.co/MUCNb2j8JM",",",",",",SenStabenows,",",https://t.co/MUCNb2j8JM,"
