:START_ID(Tweet),:END_ID(Person-ca),:TYPE,Specification
1540,Mayra Flores,references,
1541,Joe Biden,references,US President Joe Biden
1541,Mayra Flores,references,
1542,Mayra Flores,references,
1543,Mayra Flores,references,
1544,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
1544,Mayra Flores,references,
1545,Mayra Flores,references,
1546,Maria Bartiromo,references,
1546,Mayra Flores,references,
1547,Mayra Flores,references,
1548,Bill Foster,references,US Representative Bill Foster (IL-11)
1549,Bill Foster,references,US Representative Bill Foster (IL-11)
1550,Bill Foster,references,US Representative Bill Foster (IL-11)
1551,Bill Foster,references,US Representative Bill Foster (IL-11)
1552,Bill Foster,references,US Representative Bill Foster (IL-11)
1553,Bill Foster,references,US Representative Bill Foster (IL-11)
1554,Bill Foster,references,US Representative Bill Foster (IL-11)
1554,Shontel Brown,references,
1555,Virginia Foxx,references,US Representative Virginia Foxx (NC-05)
1556,Joe Biden,references,US President Joe Biden
1556,Virginia Foxx,references,US Representative Virginia Foxx (NC-05)
1557,Virginia Foxx,references,US Representative Virginia Foxx (NC-05)
1558,Rick Allen,references,US Representative Rick Allen (GA-12)
1558,Virginia Foxx,references,US Representative Virginia Foxx (NC-05)
1559,Virginia Foxx,references,US Representative Virginia Foxx (NC-05)
1560,Virginia Foxx,references,US Representative Virginia Foxx (NC-05)
1561,Lois Frankel,references,US Representative Lois Frankel (FL-21)
1562,Gus M. Bilirakis,references,US Representative Gus M. Bilirakis (FL-12)
1562,Lois Frankel,references,US Representative Lois Frankel (FL-21)
1563,Lois Frankel,references,US Representative Lois Frankel (FL-21)
1564,Lois Frankel,references,US Representative Lois Frankel (FL-21)
1565,Lois Frankel,references,US Representative Lois Frankel (FL-21)
1566,Lois Frankel,references,US Representative Lois Frankel (FL-21)
1576,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1577,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1578,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1579,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1580,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1580,Jim Jordan,references,US Representative Jim Jordan (OH-04)
1580,Steve Scalise,references,US Representative Steve Scalise (LA-1)
1581,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
1581,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1582,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
1582,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1582,Jim Jordan,references,US Representative Jim Jordan (OH-04)
1583,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1583,Chris McDaniel,references,"Candidate for Senator for Mississippi, Chris McDaniel"
1584,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1585,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1585,Thomas Massie,references,US Representative Thomas Massie (KY-04)
1585,Chip Roy,references,"Candidate for Representative from Texas, Chip Roy"
1586,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1587,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1588,Joe Biden,references,US President Joe Biden
1588,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
1589,Mike Gallagher,references,US Representative Mike Gallagher (WI-08)
1590,Mike Gallagher,references,US Representative Mike Gallagher (WI-08)
1591,Mike Gallagher,references,US Representative Mike Gallagher (WI-08)
1592,Mike Gallagher,references,US Representative Mike Gallagher (WI-08)
1593,Mike Gallagher,references,US Representative Mike Gallagher (WI-08)
1594,Mike Gallagher,references,US Representative Mike Gallagher (WI-08)
1595,Ruben Gallego,references,US Representative Ruben Gallego (AZ-7)
1596,Ruben Gallego,references,US Representative Ruben Gallego (AZ-7)
1597,Ruben Gallego,references,US Representative Ruben Gallego (AZ-7)
1598,Ruben Gallego,references,US Representative Ruben Gallego (AZ-7)
1599,Ruben Gallego,references,US Representative Ruben Gallego (AZ-7)
1600,Ruben Gallego,references,US Representative Ruben Gallego (AZ-7)
1601,Joe Biden,references,US President Joe Biden
1601,Ruben Gallego,references,US Representative Ruben Gallego (AZ-7)
1602,Ruben Gallego,references,US Representative Ruben Gallego (AZ-7)
1603,John Garamendi,references,US Representative John Garamendi (CA-3)
1604,John Garamendi,references,US Representative John Garamendi (CA-3)
1605,Joe Biden,references,US President Joe Biden
1605,John Garamendi,references,US Representative John Garamendi (CA-3)
1606,John Garamendi,references,US Representative John Garamendi (CA-3)
1607,John Garamendi,references,US Representative John Garamendi (CA-3)
1608,John Garamendi,references,US Representative John Garamendi (CA-3)
1609,John Garamendi,references,US Representative John Garamendi (CA-3)
1610,Joe Biden,references,US President Joe Biden
1610,John Garamendi,references,US Representative John Garamendi (CA-3)
1611,John Garamendi,references,US Representative John Garamendi (CA-3)
1612,Joe Biden,references,US President Joe Biden
1612,John Garamendi,references,US Representative John Garamendi (CA-3)
1613,John Garamendi,references,US Representative John Garamendi (CA-3)
1614,Joe Biden,references,US President Joe Biden
1614,John Garamendi,references,US Representative John Garamendi (CA-3)
1615,Joe Biden,references,US President Joe Biden
1615,John Garamendi,references,US Representative John Garamendi (CA-3)
1616,John Garamendi,references,US Representative John Garamendi (CA-3)
1617,John Garamendi,references,US Representative John Garamendi (CA-3)
1618,Andrew Garbarino,references,
1619,Andrew Garbarino,references,
1620,Andrew Garbarino,references,
1621,Andrew Garbarino,references,
1622,Andrew Garbarino,references,
1623,Andrew Garbarino,references,
1624,Andrew Garbarino,references,
1625,Joe Biden,references,US President Joe Biden
1625,Andrew Garbarino,references,
1626,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
1626,Andrew Garbarino,references,
1627,Andrew Garbarino,references,
1628,Joe Biden,references,US President Joe Biden
1628,Andrew Garbarino,references,
1630,Andrew Garbarino,references,
1631,Andrew Garbarino,references,
1632,Mike Garcia,references,
1633,Mike Garcia,references,
1634,Mike Garcia,references,
1635,Mike Garcia,references,
1636,Mike Garcia,references,
1637,Mike Garcia,references,
1638,Mike Garcia,references,
1639,Mike Garcia,references,
1640,Joe Biden,references,US President Joe Biden
1640,Mike Garcia,references,
1641,Mike Garcia,references,
1642,Mike Garcia,references,
1645,Robert Reich,references,Robert Reich
1645,John Fetterman,references,
1659,Adam Parkhomenko,references,
1661,Sylvester Turner,references,Mayor of Houston Sylvester Turner
1663,Joe Biden,references,US President Joe Biden
1687,Joe Biden,references,US President Joe Biden
1689,Louie Gohmert,references,US Representative Louie Gohmert (TX-01)
1690,Joe Biden,references,US President Joe Biden
1690,Louie Gohmert,references,US Representative Louie Gohmert (TX-01)
1691,Louie Gohmert,references,US Representative Louie Gohmert (TX-01)
1692,Louie Gohmert,references,US Representative Louie Gohmert (TX-01)
1693,Louie Gohmert,references,US Representative Louie Gohmert (TX-01)
1694,Louie Gohmert,references,US Representative Louie Gohmert (TX-01)
1695,Jared Golden,references,"Candidate for Representative from Maine, Jared Golden"
1696,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1697,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1698,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1699,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1700,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1701,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1702,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1703,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1704,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1705,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1706,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1707,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1708,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1709,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1710,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1711,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1712,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1713,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1714,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1715,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1716,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1717,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1718,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1719,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1720,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1721,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1722,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1723,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1724,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1724,Vladimir Putin,references,President of Russia Vladimir Putin
1725,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1726,Jimmy Gomez,references,US Representative Jimmy Gomez (CA-34)
1727,Tony Gonzales,references,
1728,Tony Gonzales,references,
1729,Tony Gonzales,references,
1730,Tony Gonzales,references,
1731,Tony Gonzales,references,
1732,Tony Gonzales,references,
1733,Tony Gonzales,references,
1734,Tony Gonzales,references,
1735,Tony Gonzales,references,
1736,Tony Gonzales,references,
1737,Tony Gonzales,references,
1738,Tony Gonzales,references,
1739,Tony Gonzales,references,
1740,Tony Gonzales,references,
1741,Tony Gonzales,references,
1742,Tony Gonzales,references,
1743,Tony Gonzales,references,
1744,Tony Gonzales,references,
1745,Tony Gonzales,references,
1746,Tony Gonzales,references,
1747,Tony Gonzales,references,
1749,Vicente González,references,US Representative Vicente González (TX-15)
1750,Vicente González,references,US Representative Vicente González (TX-15)
1751,Vicente González,references,US Representative Vicente González (TX-15)
1752,Vicente González,references,US Representative Vicente González (TX-15)
1753,Vicente González,references,US Representative Vicente González (TX-15)
1754,Vicente González,references,US Representative Vicente González (TX-15)
1755,Vicente González,references,US Representative Vicente González (TX-15)
1756,Vicente González,references,US Representative Vicente González (TX-15)
1757,Jenniffer Gonzalez-Colon,references,US Representative Jenniffer Gonzalez-Colon (Puerto Ricco)
1758,Jenniffer Gonzalez-Colon,references,US Representative Jenniffer Gonzalez-Colon (Puerto Ricco)
1759,Jenniffer Gonzalez-Colon,references,US Representative Jenniffer Gonzalez-Colon (Puerto Ricco)
1760,Jenniffer Gonzalez-Colon,references,US Representative Jenniffer Gonzalez-Colon (Puerto Ricco)
1760,Mariannette Miller-Meeks,references,
1761,Jenniffer Gonzalez-Colon,references,US Representative Jenniffer Gonzalez-Colon (Puerto Ricco)
1762,Jenniffer Gonzalez-Colon,references,US Representative Jenniffer Gonzalez-Colon (Puerto Ricco)
1763,Bob Good,references,
1764,Bob Good,references,
1765,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1766,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1767,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1768,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1769,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1770,Joe Biden,references,US President Joe Biden
1770,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1771,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1772,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1773,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1774,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1774,Charlie Kirk,references,Author
1774,Elon Musk,references,Elon Musk
1775,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1776,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1777,Joe Biden,references,US President Joe Biden
1777,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1777,Vladimir Putin,references,President of Russia Vladimir Putin
1778,Paul Gosar,references,US Representative Paul Gosar (AZ-4)
1778,Elon Musk,references,Elon Musk
1779,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1780,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1781,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1782,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1783,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1784,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1785,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1786,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1787,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1788,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1789,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1790,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1791,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1792,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1793,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1794,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1795,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1796,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1797,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1798,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1799,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1800,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1801,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1802,Josh Gottheimer,references,US Representative Josh Gottheimer (NJ-05)
1803,Kay Granger,references,US Representative Kay Granger (TX-12)
1804,Kay Granger,references,US Representative Kay Granger (TX-12)
1805,Kay Granger,references,US Representative Kay Granger (TX-12)
1806,Kay Granger,references,US Representative Kay Granger (TX-12)
1807,Kay Granger,references,US Representative Kay Granger (TX-12)
1808,Kay Granger,references,US Representative Kay Granger (TX-12)
1809,Kay Granger,references,US Representative Kay Granger (TX-12)
1810,Joe Biden,references,US President Joe Biden
1810,Garret Graves,references,US Representative Garret Graves (LA-06)
1811,Garret Graves,references,US Representative Garret Graves (LA-06)
1812,Garret Graves,references,US Representative Garret Graves (LA-06)
1813,Garret Graves,references,US Representative Garret Graves (LA-06)
1814,Garret Graves,references,US Representative Garret Graves (LA-06)
